First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Alonzo,Menifield,Atomic,72.0,205.0,76.0,Orthodox,16,5,1,
Ivan,Menjivar,The Pride of El Salvador,66.0,145.0,64.0,Orthodox,25,12,0,
Dave,Menne,The Warrior,70.0,170.0,,Orthodox,45,17,2,
Steve,Mensing,The Machine,71.0,185.0,,Orthodox,9,13,2,
Buck,Meredith,,74.0,185.0,,Unrecorded,3,3,0,
Adam,Meredith,,74.0,170.0,,Unrecorded,5,3,0,
Nick,Meregali,,,,,Unrecorded,0,0,0,
Joe,Merritt,,72.0,170.0,,Orthodox,7,2,0,
Jeremiah,Metcalf,,73.0,185.0,,Orthodox,13,7,0,
Jonathan,Meunier,District,75.0,170.0,,Switch,8,1,0,
Yaotzin,Meza,,69.0,145.0,71.0,Orthodox,21,11,0,
Guy,Mezger,,73.0,200.0,,Orthodox,30,14,2,
Jonathan,Micallef,The Captain,72.0,170.0,77.0,Southpaw,8,1,0,
Brandon,Michaels,,69.0,185.0,,Unrecorded,4,14,0,
Andreas,Michailidis,The Spartan,72.0,170.0,76.0,Orthodox,13,6,0,
David,Michaud,BullDawg,69.0,155.0,,Orthodox,11,3,0,
Chris,Mickle,,69.0,145.0,,Orthodox,30,21,2,
Zachary,Micklewright,,72.0,155.0,74.0,Southpaw,15,3,0,
Kristof,Midoux,The Hurricane,73.0,220.0,,Orthodox,6,10,0,
Keith,Mielke,,68.0,185.0,,Unrecorded,0,5,0,
Chris,Mierzwiak,,73.0,185.0,,Unrecorded,5,3,0,
Gabriel,Miglioli,Biel,68.0,170.0,,Unrecorded,9,9,0,
Bojan,Mihajlovic,,71.0,205.0,73.0,Orthodox,10,6,0,
Billy,Miles,The Kid,70.0,170.0,,Orthodox,2,2,0,
Pat,Miletich,The Croatian Sensation,70.0,170.0,,Orthodox,29,7,2,
Curtis,Millender,Curtious,74.0,170.0,76.0,Orthodox,17,5,0,
Phillip,Miller,,71.0,185.0,,Orthodox,16,0,0,
Jason,Miller,Mayhem,73.0,185.0,,Orthodox,23,10,0,
Dan,Miller,,73.0,185.0,74.0,Orthodox,14,8,0,
Jim,Miller,A-10,68.0,155.0,71.0,Southpaw,38,18,0,
Cole,Miller,Magrinho,73.0,145.0,73.0,Orthodox,21,11,0,
Henry,Miller,Sentoryu,67.0,270.0,,Southpaw,6,16,0,
Micah,Miller,Maverick,72.0,145.0,,Orthodox,20,8,0,
Aaron,Miller,Blood Spiller,69.0,145.0,,Unrecorded,14,10,0,
Mo,Miller,Moshow,68.0,135.0,72.0,Orthodox,6,0,0,
Juliana,Miller,Killer,67.0,125.0,66.0,Orthodox,4,3,0,
Eddy,Millis,,73.0,185.0,,Unrecorded,0,2,0,
Che,Mills,Beautiful,73.0,170.0,76.0,Orthodox,16,10,0,
Adam,Milstead,The Prototype,75.0,205.0,76.0,Orthodox,8,4,0,
Alberto,Mina,Soldier of God,72.0,170.0,77.0,Orthodox,13,1,0,
Vitaly,Minakov,,74.0,249.0,,Unrecorded,20,0,0,
Darrick,Minner,,67.0,145.0,69.0,Orthodox,26,14,0,
Mike,Minniger,,,,,Unrecorded,0,0,0,
Ikuhisa,Minowa,Minowaman,69.0,181.0,,Orthodox,60,42,8,
Carlton,Minus,Clutch,70.0,170.0,75.0,Orthodox,10,3,0,
Stipe,Miocic,,76.0,240.0,80.0,Orthodox,20,5,0,
Frank,Mir,,75.0,264.0,79.0,Southpaw,18,11,0,
Juan,Miranda,,,155.0,,Unrecorded,7,5,0,
Mario,Miranda,,75.0,185.0,74.0,Orthodox,14,7,0,
Vitor,Miranda,Lex Luthor,73.0,185.0,77.0,Orthodox,12,5,0,
Gabriel,Miranda,Fly,71.0,145.0,71.0,Orthodox,17,7,0,
Damir,Mirenic,Wolf,72.0,185.0,,Orthodox,9,4,0,
Kazuo,Misaki,Hitman,68.0,183.0,,Orthodox,25,11,2,
Toby,Misech,2 Quick,68.0,145.0,,Southpaw,9,5,0,
Dokonjonosuke,Mishima,,67.0,155.0,,Southpaw,21,7,2,
Felix Lee,Mitchell,,,,,Orthodox,2,7,0,
David,Mitchell,Daudi,72.0,170.0,75.0,Orthodox,22,7,0,
Danny,Mitchell,The Cheesecake Assassin,74.0,170.0,,Orthodox,19,9,1,
Brad,Mitchell,,71.0,145.0,,Unrecorded,4,2,0,
Clay,Mitchell,,74.0,185.0,,Unrecorded,1,2,0,
Bryce,Mitchell,Thug Nasty,70.0,145.0,70.0,Southpaw,17,3,0,
Maurice,Mitchell,The AK Kid,69.0,145.0,,Orthodox,11,2,0,
Terrence,Mitchell,,70.0,135.0,74.0,Orthodox,14,4,0,
Roman,Mitichyan,,70.0,170.0,,Orthodox,8,3,0,
Matt,Mitrione,,75.0,265.0,82.0,Switch,12,5,0,
Eiji,Mitsuoka,,67.0,145.0,,Southpaw,18,9,2,
Hiromitsu,Miura,,69.0,170.0,71.0,Orthodox,12,7,0,
Jonathan,Mix,,72.0,168.0,,Unrecorded,7,4,0,
Tomoya,Miyashita,,67.0,139.0,,Southpaw,17,9,7,
Kazuyuki,Miyata,,68.0,139.0,,Orthodox,15,9,0,
Motoki,Miyazawa,,71.0,168.0,,Southpaw,7,3,0,
Takeya,Mizugaki,,67.0,135.0,69.0,Orthodox,21,11,2,
,Mizuki,,63.0,115.0,65.0,Orthodox,15,6,0,
Tatsuya,Mizuno,,73.0,205.0,,Southpaw,16,12,1,
Roxanne,Modafferi,The Happy Warrior,67.0,125.0,69.0,Orthodox,25,21,0,
Bobby,Moffett,The Wolfman,70.0,145.0,73.0,Orthodox,13,5,0,
Bronson,Mohika,,,135.0,,Unrecorded,1,1,0,
Nate,Mohr,,69.0,155.0,72.0,Orthodox,9,7,0,
Renato,Moicano,,71.0,155.0,72.0,Orthodox,20,6,1,
Thiago,Moises,,69.0,155.0,70.0,Orthodox,19,8,0,
Muhammad,Mokaev,The Punisher,67.0,125.0,70.0,Orthodox,13,0,0,
Ashkan,Mokhtarian,The Assassin,66.0,125.0,67.0,Southpaw,13,3,0,
Suman,Mokhtarian,,68.0,145.0,72.0,Orthodox,8,5,0,
Dan,Molina,,70.0,216.0,,Unrecorded,13,9,0,
Jeff,Molina,El Jefe,66.0,125.0,69.0,Orthodox,11,2,0,
Rudyard,Moncayo,,70.0,195.0,,Orthodox,0,3,0,
Hidetaka,Monma,,72.0,168.0,,Orthodox,18,11,4,
Jeff,Monson,The Snowman,69.0,247.0,74.0,Orthodox,60,26,1,
Darrell,Montague,Mongoose,66.0,125.0,67.0,Southpaw,13,5,0,
Andrew,Montanez,,,185.0,,Unrecorded,9,12,1,
Augusto,Montano,Dodger,73.0,170.0,73.0,Orthodox,15,3,0,
Erick,Montano,Perry,72.0,170.0,73.0,Orthodox,7,5,0,
Nicco,Montano,,65.0,135.0,65.0,Southpaw,5,3,0,
Antonio,Monteiro,Junior Negao,67.0,145.0,70.0,Orthodox,17,5,1,
Alberto,Montes,The Promise,67.0,145.0,69.0,Orthodox,11,1,0,
Steve,Montgomery,The Creepy Weasel,76.0,185.0,,Southpaw,9,5,0,
James,Moontasri,Moon Walker,70.0,170.0,71.0,Switch,9,5,0,
Homer,Moore,The Rock,70.0,205.0,,Orthodox,26,9,2,
Todd,Moore,,69.0,170.0,71.0,Southpaw,16,7,0,
Nate,Moore,,72.0,170.0,,Unrecorded,8,4,0,
Dustin,Moore,,64.0,125.0,,Unrecorded,0,2,0,
Taylor,Moore,,70.0,135.0,70.0,Southpaw,10,5,0,
Sergio,Moraes,The Panther,72.0,170.0,72.0,Orthodox,14,6,1,
Marlon,Moraes,Magic,66.0,135.0,67.0,Orthodox,23,10,1,
Sheymon,Moraes,,68.0,145.0,72.0,Orthodox,11,4,0,
John,Moraga,,66.0,125.0,66.0,Orthodox,19,7,0,
Ricardo,Morais,The Mutant,80.0,270.0,,Orthodox,10,4,1,
Leonardo,Morales,Chimy,68.0,135.0,,Southpaw,6,2,0,
Albert,Morales,The Warrior,69.0,135.0,72.0,Orthodox,7,4,1,
Joseph,Morales,,66.0,125.0,69.0,Switch,9,2,0,
Vince,Morales,Vandetta,67.0,135.0,70.0,Orthodox,16,9,0,
Omar,Morales,Venezuelan Fighter,71.0,155.0,73.0,Orthodox,11,4,0,
Michael,Morales,,72.0,170.0,79.0,Orthodox,17,0,0,
Sarah,Moras,Cheesecake,67.0,135.0,67.0,Orthodox,6,8,0,
Christian,Morecraft,,78.0,260.0,81.0,Orthodox,8,3,0,
Joe,Moreira,,71.0,195.0,,Southpaw,2,2,0,
Richardson,Moreira,Rick Monstro,74.0,185.0,,Orthodox,7,4,0,
Gisele,Moreira,,66.0,135.0,,Orthodox,8,3,0,
Vinicius,Moreira,Mamute,76.0,205.0,76.0,Orthodox,9,5,0,
Jesse,Moreng,Arturo,67.0,145.0,,Orthodox,9,1,0,
Brandon,Moreno,The Assassin Baby,67.0,125.0,70.0,Orthodox,22,8,2,
Mike,Moreno,El Palo Duro,72.0,185.0,,Unrecorded,6,5,0,
Dan,Moret,The Hitman,72.0,155.0,73.0,Southpaw,13,6,0,
Sammy,Morgan,The Squeeze,70.0,170.0,,Orthodox,18,12,0,
Peggy,Morgan,The Daywalker,73.0,135.0,,Unrecorded,4,4,0,
Alexander,Morgan,The Chess Master,70.0,145.0,71.0,Orthodox,11,5,0,
Alex,Morono,The Great White,71.0,170.0,72.0,Orthodox,24,12,0,
Maryna,Moroz,Iron Lady,67.0,125.0,67.0,Orthodox,11,6,0,
Sergey,Morozov,,66.0,135.0,67.0,Orthodox,19,5,0,
Brad,Morris,,74.0,205.0,,Orthodox,10,6,0,
Scott,Morris,,70.0,210.0,,Orthodox,2,1,0,
Anthony,Morrison,Cheesesteak,67.0,145.0,,Orthodox,20,12,0,
Jack,Morrison,,71.0,205.0,,Unrecorded,0,3,0,
Harry,Moskowitz,Dirty,77.0,275.0,,Orthodox,6,12,0,
Carlos,Mota,Tizil,64.0,125.0,69.0,Orthodox,8,2,0,
Miki,Motono,,62.0,115.0,63.0,Southpaw,8,5,0,
Juan,Mott,,72.0,190.0,,Switch,3,4,0,
Nikolas,Motta,Iron,69.0,155.0,70.0,Orthodox,15,5,0,
Flavio Luiz,Moura,,71.0,183.0,,Open Stance,19,7,0,
Eduarda,Moura,Ronda,66.0,125.0,66.0,Orthodox,11,1,0,
Gegard,Mousasi,,74.0,185.0,76.0,Orthodox,42,6,2,
Kris,Moutinho,,67.0,135.0,68.0,Southpaw,9,6,0,
Kin,Moy,Kong,65.0,135.0,,Unrecorded,8,3,0,
Jamie,Moyle,,61.0,115.0,65.0,Orthodox,4,3,0,
Askar,Mozharov,,75.0,205.0,74.0,Orthodox,19,13,0,
Garrett,Mueller,,69.0,135.0,,Unrecorded,3,3,0,
Lauren,Mueller,Princess Tiger,65.0,125.0,67.0,Orthodox,5,3,0,
Belal,Muhammad,Remember the Name,71.0,170.0,72.0,Orthodox,24,3,0,
Fazlo,Mulabitinovic,,,135.0,,Unrecorded,4,2,0,
Quinn,Mulhern,,75.0,155.0,,Orthodox,18,4,0,
James,Mulheron,,70.0,243.0,73.0,Orthodox,11,2,0,
Jamie,Mullarkey,,72.0,155.0,74.0,Orthodox,17,8,0,
Jim,Mullen,,73.0,215.0,,Southpaw,0,2,0,
Melissa,Mullins,No Mess,67.0,135.0,68.0,Orthodox,7,1,0,
Pedro,Munhoz,The Young Punisher,66.0,135.0,65.0,Orthodox,20,10,0,
Andre,Muniz,Sergipano,73.0,185.0,78.0,Southpaw,24,6,0,
Mark,Munoz,The Filipino Wrecking Machine,72.0,185.0,71.0,Orthodox,14,6,0,
Alexander,Munoz,,69.0,155.0,72.0,Switch,7,2,0,
Johnny,Munoz,Kid Kvenbo,69.0,135.0,71.0,Orthodox,12,4,0,
Andy,Murad,The Tooth Fairy,69.0,185.0,,Unrecorded,15,2,0,
Olivier,Murad,Warrior of God,70.0,145.0,72.0,Southpaw,6,0,0,
Makhmud,Muradov,,74.0,185.0,75.0,Orthodox,26,8,0,
Kazunari,Murakami,,73.0,220.0,,Orthodox,5,5,0,
Ryuichi,Murata,,68.0,183.0,,Orthodox,8,3,1,
Kanako,Murata,,61.0,115.0,62.0,Orthodox,12,3,0,
Ailiya,Muratbek,,,155.0,,Unrecorded,9,2,0,
Vince,Murdock,,66.0,145.0,64.0,Orthodox,12,4,0,
Samandar,Murodov,,73.0,170.0,75.0,Orthodox,11,0,0,
Tom,Murphy,,74.0,227.0,,Southpaw,8,0,0,
Ian,Murphy,,73.0,185.0,,Orthodox,1,1,0,
Jon,Murphy,Man of Faith,75.0,260.0,,Orthodox,6,4,0,
Lauren,Murphy,Lucky,65.0,125.0,67.0,Orthodox,16,6,0,
Patrick,Murphy,,72.0,170.0,,Unrecorded,5,3,0,
Lerone,Murphy,The Miracle,69.0,145.0,73.0,Orthodox,15,0,1,
Lee,Murray,Lightning,75.0,185.0,,Orthodox,8,2,1,
Jesse,Murray,Hollywood,75.0,205.0,78.0,Orthodox,8,4,0,
Khalid,Murtazaliev,,72.0,185.0,76.0,Orthodox,14,2,0,
Azamat,Murzakanov,The Professional,70.0,205.0,71.0,Southpaw,14,0,0,
Josias,Musasa,The KO Wizard,68.0,135.0,74.0,Southpaw,8,1,0,
Nicholas,Musoke,Nico,72.0,170.0,75.0,Orthodox,13,5,0,
Andre,Mussi,,75.0,242.0,,Orthodox,11,5,0,
Magomed,Mustafaev,The Sniper,68.0,155.0,71.0,Orthodox,14,4,0,
Max,Mustaki,,72.0,155.0,,Orthodox,6,3,0,
Elvis,Mutapcic,The King,72.0,185.0,72.0,Orthodox,15,6,1,
Fiona,Muxlow,,64.0,145.0,,Unrecorded,6,3,0,
Ho Bae,Myeon,,71.0,168.0,,Orthodox,13,5,1,
Katsuhiko,Nagata,,67.0,154.0,,Southpaw,6,7,3,
Yuji,Nagata,,72.0,225.0,,Orthodox,0,2,0,
Greg,Nagy,,73.0,210.0,,Orthodox,1,3,0,
Logan,Nail,,,185.0,,Unrecorded,1,1,0,
Muhammad,Naimov,Hillman,69.0,145.0,70.0,Orthodox,12,3,0,
Yukiya,Naito,,73.0,205.0,,Orthodox,15,6,2,
Yura,Naito,2 FACE,72.0,185.0,74.0,Orthodox,6,1,0,
Andrews,Nakahara,,73.0,185.0,,Orthodox,5,4,2,
Rin,Nakai,,61.0,135.0,,Orthodox,19,2,1,
Kazuhiro,Nakamura,Kaz,71.0,205.0,70.0,Orthodox,21,13,0,
Keita,Nakamura,K-Taro,71.0,170.0,73.0,Southpaw,34,10,2,
Daisuke,Nakamura,,67.0,154.0,,Orthodox,28,19,1,
Yusaku,Nakamura,,65.0,145.0,,Unrecorded,14,4,1,
Rinya,Nakamura,Hybred,67.0,135.0,68.0,Southpaw,9,1,0,
Tokitaka,Nakanishi,Toky,66.0,135.0,66.0,Orthodox,12,4,0,
Jutaro,Nakao,,69.0,170.0,,Southpaw,25,19,4,
Yoshihiro,Nakao,Kiss,72.0,220.0,,Southpaw,9,3,0,
Yui Chul,Nam,The Korean Bulldozer,69.0,145.0,,Orthodox,18,8,1,
Tyson,Nam,,67.0,125.0,68.0,Orthodox,21,14,1,
Rose,Namajunas,Thug,65.0,125.0,65.0,Orthodox,14,7,0,
Yasuhito,Namekawa,,69.0,205.0,,Orthodox,25,16,4,
Nad,Narimani,Smiler,68.0,145.0,70.0,Orthodox,12,4,0,
Roger,Narvaez,Silverback,75.0,185.0,,Southpaw,8,3,0,
Fabio,Nascimento,Negao,70.0,185.0,,Orthodox,11,6,0,
Allan,Nascimento,Puro Osso,68.0,125.0,69.0,Orthodox,20,6,0,
Rodrigo,Nascimento,Ze Colmeia,74.0,246.0,80.0,Orthodox,11,3,0,
Bobby,Nash,,72.0,170.0,74.0,Orthodox,8,4,0,
Reza,Nasri,,71.0,205.0,,Orthodox,0,1,0,
Nasrudin,Nasrudinov,,72.0,205.0,71.0,Orthodox,9,1,0,
Pawel,Nastula,,72.0,230.0,,Southpaw,5,6,0,
Rafael,Natal,Sapo,72.0,185.0,77.0,Orthodox,21,9,1,
Kevin,Natividad,Quicksand,66.0,135.0,70.0,Orthodox,9,4,0,
Ismail,Naurdiev,,70.0,185.0,74.0,Orthodox,24,7,0,
Danny,Navarro,,70.0,155.0,,Unrecorded,17,7,0,
Marcio,Navarro,The Locomotive,72.0,155.0,,Unrecorded,14,14,0,
Tafon,Nchukwi,Da Don,72.0,185.0,77.0,Orthodox,6,4,0,
Dustin,Neace,The Beast,69.0,145.0,69.0,Unrecorded,25,21,1,
Josh,Neal,,72.0,185.0,,Unrecorded,5,11,0,
Joe,Neal,Nine Lives,66.0,135.0,,Unrecorded,6,2,0,
Geoff,Neal,Handz of Steel,71.0,170.0,75.0,Southpaw,16,6,0,
Stanislav,Nedkov,Stucky,71.0,205.0,71.0,Orthodox,12,2,0,
Josh,Neer,The Dentist,71.0,170.0,72.0,Orthodox,36,16,1,
Nicolae,Negumereanu,,72.0,205.0,78.0,Orthodox,13,2,0,
Steve,Nelmark,The Sandman,72.0,240.0,,Orthodox,2,1,0,
Shane,Nelson,Sugar,69.0,155.0,70.0,Southpaw,16,7,0,
Roy,Nelson,Big Country,72.0,263.0,73.0,Orthodox,22,14,0,
Gunnar,Nelson,Gunni,71.0,170.0,72.0,Switch,19,6,1,
Kyle,Nelson,The Monster,71.0,145.0,71.0,Switch,16,6,1,
Lissette,Neri,,62.0,145.0,,Unrecorded,6,4,0,
Mario,Neto,Sukata,72.0,229.0,,Orthodox,13,5,0,
Antonio Braga,Neto,,75.0,185.0,77.0,Orthodox,9,3,0,
Eduardo,Neves,Bebezao,74.0,263.0,78.0,Orthodox,7,2,0,
Julio Cesar,Neves Jr.,Morceguinho,68.0,145.0,,Unrecorded,33,1,0,
Nick,Newell,Notorious,70.0,155.0,,Southpaw,14,2,0,
Journey,Newson,,65.0,135.0,67.0,Orthodox,10,5,0,
Jeff,Newton,,74.0,205.0,,Sideways,4,2,0,
Carlos,Newton,The Ronin,69.0,170.0,,Orthodox,16,14,0,
Emanuel,Newton,The Hardcore Kid,73.0,205.0,,Unrecorded,26,12,1,
Francis,Ngannou,The Predator,76.0,250.0,83.0,Orthodox,17,3,0,
Ben,Nguyen,Ten,65.0,125.0,65.0,Switch,16,8,0,
Steven,Nguyen,The Ninja,71.0,145.0,73.0,Switch,9,2,0,
Alex,Nicholson,The Spartan,76.0,185.0,77.0,Orthodox,7,4,0,
Bo,Nickal,,73.0,185.0,76.0,Southpaw,7,0,0,
Mike,Nickels,,76.0,205.0,,Orthodox,9,5,0,
Matheus,Nicolau,,66.0,125.0,66.0,Orthodox,19,6,1,
Stewart,Nicoll,Kakamora,65.0,125.0,65.0,Orthodox,8,1,0,
Jaimelene,Nievera,Queenie,65.0,125.0,,Orthodox,7,4,0,
Khomkrit,Niimi,The Bumblebee,62.0,125.0,,Unrecorded,6,10,0,
Tom,Niinimaki,Stoneface,69.0,145.0,69.0,Orthodox,22,8,1,
Ramsey,Nijem,,71.0,155.0,75.0,Orthodox,9,6,0,
Hans,Nijman,,72.0,250.0,,Switch,9,7,0,
Fedor,Nikolov,,,,,Unrecorded,0,0,0,
Jack,Nilson,,,,,Unrecorded,2,6,0,
Mats,Nilsson,,73.0,170.0,,Orthodox,11,4,1,
Guangyou,Ning,Smasher,64.0,145.0,64.0,Southpaw,5,4,1,
Soichi,Nishida,,71.0,320.0,,Orthodox,5,10,1,
Yosuke,Nishijima,,69.0,205.0,,Orthodox,0,5,0,
Yamato,Nishikawa,,67.0,155.0,,Orthodox,21,3,6,
Akiyo,Nishiura,Wicky Akiyo,68.0,139.0,,Southpaw,13,8,1,
Anthony,Njokuani,The Assassin,73.0,155.0,75.0,Orthodox,16,12,0,
Chidi,Njokuani,Bang Bang,75.0,170.0,80.0,Orthodox,25,10,0,
Derrick,Noble,The Eraser,69.0,170.0,,Southpaw,27,15,1,
Kyle,Noblitt,,74.0,243.0,,Unrecorded,11,2,0,
Pedro,Nobre,The Rock,65.0,135.0,,Unrecorded,18,4,2,
Jacob,Noe,Psycho,,205.0,,Unrecorded,3,11,0,
Antonio Rodrigo,Nogueira,Minotauro,75.0,240.0,77.0,Orthodox,34,10,1,
Rogerio,Nogueira,Minotouro,74.0,205.0,75.0,Southpaw,23,10,0,
Alexandre Franca,Nogueira,Pequeno,67.0,145.0,,Orthodox,18,6,3,
Talita,Nogueira,Treta,70.0,145.0,,Unrecorded,6,0,0,
Kyle,Noke,,73.0,170.0,76.0,Southpaw,22,10,1,
Tom,Nolan,Big Train,75.0,155.0,73.0,Southpaw,9,1,0,
Nick,Nolte,,72.0,170.0,,Unrecorded,5,4,0,
KJ,Noons,King,70.0,155.0,70.0,Orthodox,13,9,0,
Sage,Northcutt,Super,72.0,170.0,71.0,Orthodox,11,2,0,
Jan,Nortje,The Giant,73.0,310.0,,Southpaw,2,6,0,
Scott,Norton,Hollywood,70.0,170.0,,Orthodox,7,1,0,
Shohei,Nose,,66.0,135.0,68.0,Switch,12,5,2,
Jonatas,Novaes,,71.0,170.0,,Unrecorded,13,5,0,
Jason,Novelli,Flipside,72.0,155.0,,Orthodox,11,3,1,
Phillipe,Nover,The Filipino Assassin,69.0,145.0,72.0,Orthodox,11,8,1,
Taiyilake,Nueraji,Super Saiyan,74.0,170.0,75.0,Southpaw,9,1,0,
Shayilan,Nuerdanbieke,Wolverine,68.0,145.0,69.0,Orthodox,39,12,0,
Diego,Nunes,The Gun,66.0,145.0,67.0,Orthodox,19,7,0,
Amanda,Nunes,The Lioness,68.0,135.0,69.0,Orthodox,23,5,0,
Nina,Nunes,,65.0,125.0,64.0,Orthodox,11,7,0,
Istela,Nunes,,64.0,115.0,66.0,Orthodox,6,5,0,
Josiane,Nunes,Josi,62.0,135.0,67.0,Southpaw,10,4,0,
Diyar,Nurgozhay,,74.0,205.0,74.0,Southpaw,10,1,0,
Khabib,Nurmagomedov,The Eagle,70.0,155.0,70.0,Orthodox,29,0,0,
Said,Nurmagomedov,,68.0,135.0,70.0,Orthodox,18,4,0,
Abubakar,Nurmagomedov,,71.0,170.0,72.0,Orthodox,17,4,1,
Umar,Nurmagomedov,,68.0,135.0,69.0,Orthodox,18,1,0,
Kennedy,Nzechukwu,African Savage,77.0,236.0,83.0,Southpaw,14,5,0,
Jake,O'Brien,Irish,75.0,205.0,76.0,Orthodox,15,4,0,
TJ,O'Brien,The Spider,74.0,155.0,,Orthodox,20,8,0,
Sean,O'Connell,The Real OC,73.0,205.0,74.0,Orthodox,17,9,0,
Dan,O'Connor,Johnny Irish,64.0,115.0,,Unrecorded,6,6,0,
Sean,O'Haire,,77.0,270.0,,Orthodox,4,2,0,
Sean,O'Malley,Suga,71.0,135.0,72.0,Switch,18,2,0,
Jeremiah,O'Neal,,68.0,260.0,,Unrecorded,13,25,0,
Chuck,O'Neil,Cold Steel,74.0,170.0,,Unrecorded,17,9,0,
Casey,O'Neill,King,66.0,125.0,69.0,Orthodox,10,2,0,
Brendan,O'Reilly,Badger,67.0,170.0,69.0,Orthodox,6,3,0,
Takahiro,Oba,,68.0,200.0,,Southpaw,5,7,1,
Nobuhiro,Obiya,,68.0,145.0,,Orthodox,12,5,1,
Jose,Ochoa,Kalzifer,67.0,125.0,67.0,Southpaw,7,1,0,
Christian,Ocon,,68.0,135.0,69.0,Orthodox,2,1,0,
Richard,Odoms,The Black Eagle,77.0,265.0,,Orthodox,13,3,0,
Volkan,Oezdemir,No Time,74.0,205.0,75.0,Orthodox,20,8,0,
Kaan,Ofli,Genghis,67.0,145.0,66.0,Orthodox,12,4,1,
Naoya,Ogawa,,76.0,255.0,,Orthodox,7,2,0,
Trey,Ogden,Shamurai,71.0,155.0,72.0,Orthodox,18,7,0,
Andy,Ogle,The Little Axe,68.0,145.0,69.0,Orthodox,9,6,0,
Ho Taek,Oh,Spider,,155.0,,Unrecorded,7,2,1,
Michiyoshi,Ohara,,70.0,205.0,,Orthodox,0,2,0,
Koji,Oishi,,68.0,170.0,,Orthodox,25,10,10,
Takayuki,Okada,Giant Ochiai,73.0,290.0,,Orthodox,3,3,2,
Yushin,Okami,Thunder,74.0,170.0,75.0,Southpaw,34,12,0,
JJ,Okanovich,The Bosnian Bomber,71.0,155.0,76.0,Orthodox,7,1,0,
Bolaji,Oki,The Zulu Warrior,70.0,155.0,73.0,Orthodox,9,2,0,
Kazuki,Okubo,,71.0,175.0,,Orthodox,7,9,0,
Masakatsu,Okuda,,,,,Unrecorded,8,5,0,
Aleksei,Oleinik,The Boa Constrictor,74.0,240.0,80.0,Orthodox,60,17,1,
Michal,Oleksiejczuk,Hussar,72.0,185.0,74.0,Southpaw,19,9,0,
Rafaello,Oliveira,Tractor,68.0,155.0,71.0,Orthodox,17,8,0,
Charles,Oliveira,Do Bronxs,70.0,155.0,74.0,Orthodox,35,10,0,
Jorge,Oliveira,,73.0,205.0,,Unrecorded,5,3,1,
Ednaldo,Oliveira,Lula,77.0,205.0,,Orthodox,17,3,1,
Alex,Oliveira,Cowboy,71.0,170.0,76.0,Orthodox,22,12,1,
Maria,Oliveira,Spider-Girl,66.0,115.0,69.0,Orthodox,13,7,0,
Bruno,Oliveira,,76.0,205.0,80.0,Orthodox,8,2,0,
Saimon,Oliveira,,64.0,135.0,72.0,Orthodox,18,5,0,
Vinicius,Oliveira,LokDog,69.0,135.0,70.0,Switch,22,3,0,
Ravena,Oliveira,Kenoudy,65.0,115.0,65.0,Orthodox,7,2,1,
Wendell,Oliveira Marques,The Machine,70.0,170.0,,Orthodox,29,10,0,
Felipe,Olivieri,,69.0,155.0,,Orthodox,14,5,0,
Andy,Ologun,,72.0,154.0,,Orthodox,3,1,0,
Shana,Olsen,Rock Solid,67.0,145.0,,Unrecorded,5,2,0,
Casey,Olson,The Underdog,67.0,145.0,,Orthodox,14,5,0,
Dennis,Olson,,72.0,170.0,,Unrecorded,14,11,0,
Cameron,Olson,Cap'n Crunch,73.0,205.0,75.0,Orthodox,7,3,0,
Gadzhi,Omargadzhiev,,73.0,170.0,71.0,Switch,13,2,0,
Alan,Omer,,70.0,145.0,,Orthodox,20,5,0,
Daniel,Omielanczuk,,72.0,247.0,74.0,Southpaw,19,8,1,
Michihiro,Omigawa,,66.0,145.0,68.0,Orthodox,17,14,1,
David,Onama,,71.0,145.0,74.0,Orthodox,13,2,0,
Charlie,Ontiveros,American Bad Boy,74.0,155.0,74.0,Switch,11,9,0,
Chibwikem,Onyenegecha,,75.0,185.0,,Orthodox,5,0,0,
Myktybek,Orolbai,,70.0,155.0,74.0,Orthodox,13,2,1,
Sam,Oropeza,,74.0,170.0,,Unrecorded,13,3,0,
Brian,Ortega,T-City,68.0,145.0,69.0,Switch,16,4,0,
Tito,Ortiz,The People's Champ,75.0,205.0,74.0,Orthodox,19,12,1,
Jorge,Ortiz,The Naked Man,72.0,185.0,,Orthodox,18,9,1,
Dustin,Ortiz,,65.0,125.0,65.0,Orthodox,19,8,0,
Kenji,Osawa,,67.0,135.0,66.0,Orthodox,20,11,2,
Ode,Osbourne,The Jamaican Sensation,67.0,125.0,73.0,Southpaw,12,8,0,
Kurt,Osiander,,,185.0,,Unrecorded,4,1,0,
Nick,Osipczak,,74.0,170.0,76.0,Orthodox,6,3,0,
Nissen,Osterneck,,74.0,185.0,,Orthodox,12,4,0,
Rachael,Ostovich,,63.0,125.0,62.0,Orthodox,4,6,0,
Pedro,Otavio,Te Pedro,75.0,245.0,,Orthodox,19,8,0,
Alexander,Otsuka,The Diet Butcher,73.0,205.0,,Orthodox,5,13,0,
Takafumi,Otsuka,,66.0,139.0,,Orthodox,22,13,2,
Quemuel,Ottoni,,72.0,155.0,72.0,Orthodox,12,3,0,
Zak,Ottow,The Barbarian,71.0,170.0,72.0,Orthodox,17,7,0,
